datetime,US_interest_rate,Gold_Price,Gold_Change,Silver_Price,Silver_Change,US_10_year_rate,10_year_rate_Change,DollarIndex,DollarIndex_Change,USD_KRW_Price,USD_KRW_Change
1993-10-15,3.02,364.9,-0.11,4.337,0.16,5.151,-1.17,93.22,0.17,809.95,-0.1
1993-10-14,3.02,365.3,-0.25,4.33,-1.88,5.212,-0.99,93.06,0.64,810.8,0.04
1993-10-13,3.02,366.2,-0.44,4.413,-0.18,5.264,0.15,92.47,0.61,810.45,-0.02
1993-10-12,3.02,367.8,2.11,4.421,2.58,5.256,-0.83,91.91,-0.45,810.6,-0.12
1993-10-11,3.02,360.2,0.08,4.31,-0.67,5.3,0.99,92.33,0.1,811.6,-0.06
1993-10-08,3.02,359.9,0.87,4.339,-0.53,5.248,-1.41,92.24,-0.87,812.05,0.16
1993-10-07,3.02,356.8,0.11,4.362,2.27,5.323,0.04,93.05,0.08,810.75,-0.1
1993-10-06,3.02,356.4,0.96,4.265,4.97,5.321,-0.23,92.98,-0.26,811.6,-0.15
1993-10-05,3.02,353,0.09,4.063,0.22,5.333,0.23,93.22,0.09,812.8,-0.03
1993-10-04,3.02,352.7,-0.65,4.054,0.35,5.321,-0.15,93.14,-0.41,813.05,0.36
1993-10-01,3.02,355,-0.03,4.04,-0.52,5.329,-0.84,93.52,-0.17,810.1,0
1993-09-30,3.02,355.1,0.68,4.061,1.22,5.374,0.52,93.68,1.02,810.1,0
1993-09-29,3.02,352.7,-0.76,4.012,-1.55,5.346,1.29,92.73,0.09,810.1,0
1993-09-28,3.02,355.4,0.48,4.075,0.74,5.278,-0.15,92.65,-0.47,810.1,0.17
1993-09-27,3.02,353.7,-1.04,4.045,-1.72,5.286,-1.87,93.09,-0.34,808.75,-0.01
1993-09-24,3.02,357.4,-0.17,4.116,-1.01,5.387,-0.74,93.41,-0.27,808.85,0
1993-09-23,3.02,358,1.16,4.158,2.92,5.427,0.07,93.66,0.45,808.85,-0.01
1993-09-22,3.02,353.9,-2.48,4.04,-3.49,5.423,-0.17,93.24,-0.68,808.95,-0.02
1993-09-21,3.02,362.9,2.66,4.186,2.27,5.432,0.18,93.88,1.78,809.1,-0.19
1993-09-20,3.02,353.5,0.77,4.093,1.24,5.422,0.8,92.24,-0.07,810.6,-0.03
1993-09-17,3.02,350.8,-0.51,4.043,-0.59,5.379,0.37,92.3,0.53,810.85,0.17
1993-09-16,3.02,352.6,1.47,4.067,2.29,5.359,-0.07,91.81,1.64,809.45,0.1
1993-09-15,3.02,347.5,0.78,3.976,0.1,5.363,0.15,90.33,-0.99,808.65,0.01
1993-09-14,3.02,344.8,0.61,3.972,1.72,5.355,1.75,91.23,-0.05,808.6,-0.02
1993-09-13,3.02,342.7,-2.14,3.905,-3.94,5.263,-0.27,91.28,0.47,808.75,0.15
1993-09-10,3.02,350.2,-1.13,4.065,-4.13,5.277,-0.51,90.85,-0.3,807.55,0.02
1993-09-09,3.02,354.2,0.85,4.24,0.52,5.304,1.53,91.12,-0.74,807.35,0.02
1993-09-08,3.02,351.2,0.31,4.218,-1.01,5.224,-0.04,91.8,0.38,807.15,-0.01
1993-09-07,3.02,350.1,-3.95,4.261,-5.75,5.226,-1.17,91.45,-0.69,807.25,-0.12
1993-09-03,3.02,364.5,0.25,4.521,-1.03,5.288,-2.16,92.09,-1.27,807.75,0.08
1993-09-02,3.02,363.6,-1.7,4.568,-3.61,5.405,-0.81,93.27,-0.45,807.1,-0.12
1993-09-01,3.02,369.9,-0.83,4.739,-2.05,5.449,0.06,93.69,-0.53,808.05,-0.01
1993-08-31,3.02,373,0.65,4.838,0.12,5.446,0.22,94.19,0.38,808.1,-0.02
1993-08-30,3.02,370.6,0.35,4.832,1.75,5.434,-0.8,93.83,0.39,808.25,-0.02
1993-08-27,3.02,369.3,0.35,4.749,1.63,5.478,1.14,93.47,-0.03,808.45,0.01
1993-08-26,3.02,368,-1.21,4.673,-1.27,5.416,-1.37,93.5,-0.77,808.35,-0.08
1993-08-25,3.02,372.5,0.16,4.733,0.06,5.491,-1.06,94.23,0.49,809,-0.02
1993-08-24,3.02,371.9,-0.16,4.73,-0.63,5.55,-0.91,93.77,-0.34,809.15,-0.1
1993-08-23,3.02,372.5,-0.24,4.76,-0.71,5.601,-0.11,94.09,0.48,809.95,-0.14
1993-08-20,3.02,373.4,0.57,4.794,3.03,5.607,-0.55,93.64,-0.84,811.05,0.04
1993-08-19,3.02,371.3,-0.8,4.653,-1.11,5.638,-0.62,94.43,0.84,810.7,0.01
1993-08-18,3.02,374.3,0.73,4.705,0.15,5.673,-0.54,93.64,-0.67,810.65,0.08
1993-08-17,3.02,371.6,-0.4,4.698,-0.95,5.704,0.42,94.27,0.01,810,-0.03
1993-08-16,3.02,373.1,1.03,4.743,2.82,5.68,-0.58,94.26,-1.46,810.25,0.09
1993-08-13,3.02,369.3,0.52,4.613,1.38,5.713,-0.57,95.66,0.03,809.55,0.08
1993-08-12,3.02,367.4,-2.1,4.55,-2.57,5.746,-0.47,95.63,-0.14,808.9,-0.07
1993-08-11,3.02,375.3,-1.47,4.67,-1.7,5.773,-0.48,95.76,-0.1,809.45,0.13
1993-08-10,3.02,380.9,-0.63,4.751,0.76,5.801,0.09,95.86,1.1,808.4,0.08
1993-08-09,3.02,383.3,1.81,4.715,3.2,5.796,-0.67,94.82,0.29,807.75,-0.12
1993-08-06,3.02,376.5,-0.19,4.569,-4.27,5.835,-0.14,94.55,-0.45,808.7,0.18
1993-08-05,3.02,377.2,-5.51,4.773,-9.12,5.843,0.07,94.98,0.15,807.25,0.16
1993-08-04,3.02,399.2,-1.04,5.252,-2.18,5.839,0.66,94.84,-0.08,805.95,-0.02
1993-08-03,3.02,403.4,-0.62,5.369,-1.36,5.801,-0.55,94.92,-0.15,806.1,-0.01
1993-08-02,3.02,405.9,-0.27,5.443,0.95,5.833,0.41,95.06,-1.32,806.15,-0.01
1993-07-30,3.02,407,2.31,5.392,3.61,5.809,0.38,96.33,-0.04,806.2,-0.03
1993-07-29,3.02,397.8,1.12,5.204,0.97,5.787,-1.5,96.37,1.43,806.45,-0.02
1993-07-28,3.02,393.4,0.56,5.154,1.72,5.875,-0.31,95.01,-0.63,806.65,-0.05
1993-07-27,3.02,391.2,-0.46,5.067,-0.3,5.893,-0.1,95.61,0.12,807.05,-0.16
1993-07-26,3.02,393,0.82,5.082,2.44,5.899,-0.57,95.5,0.17,808.35,-0.04
1993-07-23,3.02,389.8,-0.33,4.961,-0.7,5.933,1.37,95.34,0.73,808.65,0
1993-07-22,3.02,391.1,0.49,4.996,1.03,5.853,0.74,94.65,0.04,808.65,0.09
1993-07-21,3.02,389.2,-0.69,4.945,-1.88,5.81,1.47,94.61,-0.03,807.95,-0.06
1993-07-20,3.02,391.9,-0.03,5.04,-0.04,5.726,0.69,94.64,-0.27,808.4,-0.03
1993-07-19,3.02,392,-0.1,5.042,-0.16,5.687,-0.04,94.9,-0.43,808.65,0.08
1993-07-16,3.02,392.4,-0.25,5.05,0.1,5.689,-0.14,95.31,-0.33,808,0.05
1993-07-15,3.02,393.4,0.64,5.045,2.21,5.697,0,95.63,0.4,807.6,0.07
1993-07-14,3.02,390.9,-0.79,4.936,-2.06,5.697,-0.82,95.25,-0.15,807,0.17
1993-07-13,3.02,394,-0.08,5.04,-0.4,5.744,0.3,95.39,-0.86,805.6,-0.08
1993-07-12,3.02,394.3,0.69,5.06,1.14,5.727,-0.14,96.22,0.26,806.25,0.13
1993-07-09,3.02,391.6,-0.84,5.003,-0.95,5.735,-0.3,95.97,1.14,805.2,0.09
1993-07-08,3.02,394.9,-0.53,5.051,-0.96,5.752,-0.48,94.89,-0.02,804.45,0.02
1993-07-07,3.02,397,1.2,5.1,0.08,5.78,-0.03,94.91,0.19,804.25,0.06
1993-07-06,3.02,392.3,1.66,5.096,4.83,5.782,0.66,94.73,0.26,803.75,-0.09
1993-07-05,3.02,385.9,0,4.861,1.89,5.744,-0.62,94.48,0.37,804.5,0.13
1993-07-02,3.02,385.9,-0.39,4.861,1.89,5.744,-0.62,94.48,0.37,803.45,0.05
1993-07-01,3.02,387.4,2.38,4.771,4.67,5.78,0.03,94.13,-0.54,803.05,0
1993-06-30,3.02,378.4,-0.05,4.558,-0.11,5.778,0.21,94.64,0.97,803.05,-0.04
1993-06-29,3.02,378.6,0.91,4.563,2.59,5.766,-0.14,93.73,-0.67,803.35,-0.09
1993-06-28,3.02,375.2,-0.53,4.448,-0.91,5.774,-0.69,94.36,-0.25,804.05,0.07
1993-06-25,3.02,377.2,0.56,4.489,2.28,5.814,-0.68,94.6,-0.55,803.45,0.12
1993-06-24,3.02,375.1,0.16,4.389,-0.07,5.854,-0.48,95.12,0.71,802.45,-0.09
1993-06-23,3.02,374.5,1.6,4.392,3.2,5.882,0.48,94.45,-0.33,803.15,-0.04
1993-06-22,3.02,368.6,-0.38,4.256,-0.58,5.854,-0.86,94.76,0.42,803.45,-0.09
1993-06-21,3.02,370,-0.35,4.281,-0.07,5.905,-0.57,94.36,0.33,804.2,0.25
1993-06-18,3.02,371.3,0.08,4.284,-1.2,5.939,0.49,94.05,1.39,802.2,0.04
1993-06-17,3.02,371,0.19,4.336,0.16,5.91,-0.35,92.76,1.06,801.85,0
1993-06-16,3.02,370.3,0.19,4.329,1.1,5.931,-0.13,91.79,0.71,801.85,0
1993-06-15,3.02,369.6,1.18,4.282,1.66,5.939,-0.22,91.14,0.89,801.85,0.06
1993-06-14,3.02,365.3,-0.22,4.212,0.65,5.952,-0.07,90.34,-0.09,801.35,0.07
1993-06-11,3.02,366.1,-0.95,4.185,-2.7,5.956,-1.55,90.42,-0.14,800.8,-0.04
1993-06-10,3.02,369.6,-0.51,4.301,-0.78,6.05,0.07,90.55,-0.44,801.15,-0.05
1993-06-09,3.02,371.5,-0.67,4.335,-1.21,6.046,-0.62,90.95,0.46,801.55,-0.06
1993-06-08,3.02,374,0,4.388,-0.39,6.084,0.41,90.53,-0.04,802,-0.15
1993-06-07,3.02,374,-0.74,4.405,-0.65,6.059,-0.49,90.57,-0.47,803.2,0.07
1993-06-04,3.02,376.8,0.59,4.434,-0.29,6.089,1.38,91,1.57,802.6,-0.13
1993-06-03,3.02,374.6,1.46,4.447,2.07,6.006,-0.38,89.59,0.07,803.65,0.02
1993-06-02,3.02,369.2,-0.08,4.357,-0.84,6.029,-0.28,89.53,0.2,803.45,0.01
1993-06-01,3.02,369.5,-2.33,4.394,-4.71,6.046,-1.05,89.35,0.2,803.35,0.1
1993-05-28,3.02,378.3,-0.81,4.611,1.36,6.11,0.34,89.17,-0.69,801.65,0
1993-05-27,3.02,381.4,1.65,4.549,0,6.089,0.18,89.79,-1.05,801.65,0.12
1993-05-26,3.02,375.2,-0.87,4.549,-1.73,6.078,-1.09,90.74,-0.2,800.7,-0.07
1993-05-25,3.02,378.5,1.23,4.629,2.07,6.145,-0.07,90.92,-0.35,801.3,0.02
1993-05-24,3.02,373.9,-0.95,4.535,-2.87,6.149,0.62,91.24,0.34,801.15,-0.01
1993-05-21,3.02,377.5,0.88,4.669,3.43,6.111,0.71,90.93,0.45,801.2,-0.14
1993-05-20,3.02,374.2,0.13,4.514,-0.22,6.068,-0.34,90.52,-0.55,802.3,0
1993-05-19,3.02,373.7,-0.48,4.524,-1.78,6.089,-0.52,91.02,-0.3,802.3,0.06
1993-05-18,3.02,375.5,2.18,4.606,4.61,6.121,1.16,91.29,0.25,801.8,0.07
1993-05-17,3.02,367.5,-0.05,4.403,-0.92,6.051,0.7,91.06,0.56,801.2,-0.11
1993-05-14,3.02,367.7,-0.27,4.444,-0.36,6.009,0.22,90.55,-0.88,802.05,0.17
1993-05-13,3.02,368.7,2.08,4.46,2.04,5.996,1.28,91.35,0.15,800.65,0.18
1993-05-12,3.02,361.2,1.26,4.371,2.82,5.92,0.78,91.21,0.27,799.25,0
1993-05-11,3.02,356.7,0.03,4.251,-0.14,5.874,0.03,90.96,-0.09,799.25,-0.08
1993-05-10,3.02,356.6,-0.03,4.257,-0.09,5.872,-0.47,91.04,1.55,799.9,0.12
1993-05-07,3.02,356.7,-0.2,4.261,-2.05,5.9,0.51,89.65,0.48,798.95,0.17
1993-05-06,3.02,357.4,0.79,4.35,1.4,5.87,-0.25,89.22,-0.46,797.6,0.11
1993-05-05,3.02,354.6,-0.06,4.29,0.56,5.885,-0.32,89.63,0.04,796.75,-0.01
1993-05-04,3.02,354.8,0.11,4.266,-0.56,5.904,-0.64,89.59,-0.3,796.8,0.02
1993-05-03,3.02,354.4,-0.59,4.29,-2.26,5.942,-1.11,89.86,-0.31,796.65,0.07
1993-04-30,3.02,356.5,-0.06,4.389,0.87,6.009,0.77,90.14,0.41,796.1,0.03
1993-04-29,3.02,356.7,0.88,4.351,4.12,5.963,-0.98,89.77,-0.16,795.85,0
1993-04-28,3.02,353.6,0.68,4.179,2.25,6.022,0.13,89.91,-0.11,795.85,-0.02
1993-04-27,3.02,351.2,-0.45,4.087,0.54,6.014,1.35,90.01,1.02,796,-0.01
1993-04-26,3.02,352.8,1.82,4.065,2.81,5.934,0.92,89.1,-0.9,796.05,0.03
1993-04-23,3.02,346.5,1.91,3.954,1.02,5.88,0.63,89.91,-1.08,795.85,-0.06
1993-04-22,3.02,340,0.15,3.914,0.26,5.843,-0.14,90.89,-0.3,796.3,0.08
1993-04-21,3.02,339.5,-0.12,3.904,-0.51,5.851,-0.1,91.16,0.46,795.65,0
1993-04-20,3.02,339.9,-0.12,3.924,0.44,5.857,-0.03,90.74,-0.32,795.65,-0.03
1993-04-19,3.02,340.3,0.38,3.907,-0.33,5.859,-0.44,91.03,-1.27,795.9,0.03
1993-04-16,3.02,339,0.53,3.92,1.24,5.885,0.29,92.2,0.4,795.65,0
1993-04-15,3.02,337.2,-0.74,3.872,-1.7,5.868,-0.29,91.83,0.43,795.65,-0.02
1993-04-14,3.02,339.7,0.59,3.939,1.81,5.885,-0.46,91.44,0.65,795.8,0.03
1993-04-13,3.02,337.7,0.21,3.869,0,5.912,-0.03,90.85,-0.7,795.55,-0.03
1993-04-12,3.02,337,-0.18,3.869,1.04,5.914,-0.81,91.49,-0.87,795.8,0.06
1993-04-08,3.02,337.6,-0.24,3.829,-0.78,5.963,-1.62,92.29,-0.62,795.55,-0.09
1993-04-07,3.02,338.4,0.15,3.859,0.36,6.061,-0.21,92.87,0.1,796.3,0.06
1993-04-06,3.02,337.9,-0.47,3.845,-1.59,6.074,-0.69,92.78,0.71,795.85,0.01
1993-04-05,3.02,339.5,-0.41,3.907,-1.26,6.116,-0.21,92.13,-0.34,795.75,0
1993-04-02,3.02,340.9,0.65,3.957,1.51,6.129,1.74,92.44,0.48,795.75,0.04
1993-04-01,3.02,338.7,0.33,3.898,0.46,6.024,0,92,-1.01,795.45,0.09
1993-03-31,3.02,337.6,0.18,3.88,-0.18,6.024,0.22,92.94,-0.67,794.7,0.11
1993-03-30,3.02,337,1.48,3.887,3.93,6.011,-0.43,93.57,-0.35,793.8,-0.05
1993-03-29,3.02,332.1,-0.09,3.74,0.56,6.037,-0.69,93.9,-0.27,794.2,0.1
1993-03-26,3.02,332.4,-0.09,3.719,0.35,6.079,1.83,94.15,-0.54,793.4,0.03
1993-03-25,3.02,332.7,0.06,3.706,0.76,5.97,1.14,94.66,0.1,793.2,0.02
1993-03-24,3.02,332.5,0.18,3.678,0.88,5.903,-0.02,94.57,0.58,793.05,0
1993-03-23,3.02,331.9,-0.3,3.646,-0.76,5.904,-0.49,94.02,-0.09,793.05,-0.04
1993-03-22,3.02,332.9,0.3,3.674,-0.08,5.933,-0.3,94.1,0.13,793.35,0.09
1993-03-19,3.02,331.9,0.33,3.677,0.16,5.951,0.86,93.98,-0.49,792.65,-0.01
1993-03-18,3.02,330.8,0.46,3.671,1.32,5.9,-3.22,94.44,0.21,792.7,0.01
1993-03-17,3.02,329.3,0.06,3.623,-0.69,6.096,0.73,94.24,-0.06,792.6,0.03
1993-03-16,3.02,329.1,-0.06,3.648,-0.16,6.052,-1.42,94.3,-0.25,792.4,0.03
1993-03-15,3.02,329.3,0.4,3.654,0.97,6.139,0.43,94.54,0.04,792.15,-0.03
1993-03-12,3.02,328,0.28,3.619,0.03,6.113,2.55,94.5,0.11,792.4,-0.21
1993-03-11,3.02,327.1,0.25,3.618,1.6,5.961,-0.03,94.4,-0.15,794.1,0.28
1993-03-10,3.02,326.3,-0.09,3.561,0.11,5.963,1.27,94.54,-0.11,791.85,0
1993-03-09,3.02,326.6,-0.15,3.557,0.59,5.888,0.77,94.64,0.41,791.85,-0.11
1993-03-08,3.02,327.1,-0.82,3.536,-0.98,5.843,-0.85,94.25,-0.32,792.75,0.05
1993-03-05,3.02,329.8,0.24,3.571,0.42,5.893,1.27,94.55,1.4,792.35,-0.11
1993-03-04,3.02,329,-0.24,3.556,0,5.819,-0.97,93.24,-0.63,793.2,-0.09
1993-03-03,3.02,329.8,0,3.556,-0.2,5.876,-1.06,93.83,0.06,793.95,-0.13
1993-03-02,3.02,329.8,0.37,3.563,-0.06,5.939,0,93.77,-0.71,794.95,0.1
1993-03-01,3.02,328.6,0.06,3.565,0.73,5.939,-1.23,94.44,0.02,794.15,0
1993-02-26,3.02,328.4,-0.45,3.565,0.73,6.013,-0.28,94.42,0.47,794.15,-0.16
1993-02-25,3.02,329.9,0.06,3.539,-0.59,6.03,0.55,93.98,0.12,795.4,0
1993-02-24,3.02,329.7,-0.42,3.56,-0.56,5.997,1.47,93.87,0.68,795.4,0.03
1993-02-23,3.02,331.1,0.88,3.58,1.62,5.91,-2.51,93.24,0.26,795.2,-0.11
1993-02-22,3.02,328.2,-0.64,3.523,-1.09,6.062,-1.46,93,-1.02,796.1,-0.03
1993-02-19,3.02,330.3,-0.12,3.562,-1.87,6.152,0.07,93.96,0.19,796.3,-0.09
1993-02-18,3.02,330.7,-0.09,3.63,-0.55,6.148,-2.02,93.78,0.34,797.05,0.09
1993-02-17,3.02,331,-0.6,3.65,-1.59,6.275,-0.95,93.46,-0.3,796.35,0.04
1993-02-16,3.02,333,1.03,3.709,0.57,6.335,0,93.74,-1.73,796.05,-0.2
1993-02-12,3.02,329.6,-0.78,3.688,-1.71,6.335,-0.38,95.39,0.44,796.9,0.06
1993-02-11,3.02,332.2,-0.36,3.752,-0.11,6.359,-1.41,94.97,-0.23,796.4,-0.13
1993-02-10,3.02,333.4,1.21,3.756,1.71,6.45,1.11,95.19,0.56,797.4,0.11
1993-02-09,3.02,329.4,0.15,3.693,0.9,6.379,0.55,94.66,-0.54,796.55,-0.14
1993-02-08,3.02,328.9,0.06,3.66,0.22,6.344,0.91,95.17,0.03,797.65,0
1993-02-05,3.02,328.7,-0.09,3.652,-0.3,6.287,-1.33,95.14,0.04,797.65,0.14
1993-02-04,3.02,329,-0.09,3.663,0.27,6.372,-0.59,95.1,-0.18,796.55,0.09
1993-02-03,3.02,329.3,-0.33,3.653,-0.3,6.41,-0.28,95.27,0.46,795.85,0
1993-02-02,3.02,330.4,0.03,3.664,-0.08,6.428,1.05,94.83,0.22,795.85,-0.01
1993-02-01,3.02,330.3,0.03,3.667,0.41,6.361,0,94.62,1.34,795.95,0.21
1993-01-29,3.02,330.2,-0.09,3.652,-1.3,6.361,-0.55,93.37,1.39,794.25,0.01
1993-01-28,3.02,330.5,0.18,3.7,0.76,6.396,-0.9,92.09,0.02,794.2,0.27
1993-01-27,3.02,329.9,-0.36,3.672,-0.46,6.454,-0.34,92.07,0.73,792.1,-0.28
1993-01-26,3.02,331.1,0.7,3.689,0.27,6.476,0.2,91.4,0.18,794.35,0.01
1993-01-25,3.02,328.8,0.06,3.679,-0.43,6.463,-1.22,91.24,-1.16,794.3,0.09
1993-01-22,3.02,328.6,-0.18,3.695,-0.38,6.543,-0.47,92.31,-1.1,793.6,0
1993-01-21,3.02,329.2,-0.21,3.709,-0.4,6.574,-0.35,93.34,0.73,793.6,0.22
1993-01-20,3.02,329.9,0.4,3.724,1.22,6.597,0.38,92.66,-0.34,791.85,0.09
1993-01-19,3.02,328.6,0.18,3.679,0.3,6.572,-0.38,92.98,-0.06,791.1,-0.03
1993-01-18,3.02,328,0.31,3.668,0.41,6.597,0.21,93.04,-1.22,791.3,-0.22
1993-01-15,3.02,327,-0.09,3.653,-0.16,6.583,-0.47,94.19,0.5,793.05,0.07
1993-01-14,3.02,327.3,-0.06,3.659,-0.6,6.614,-0.96,93.72,0.1,792.5,-0.03
1993-01-13,3.02,327.5,-0.3,3.681,0.03,6.678,-0.36,93.63,-0.3,792.75,0.16
1993-01-12,3.02,328.5,0.31,3.68,0.85,6.702,0.37,93.91,0.21,791.5,0.06
1993-01-11,3.02,327.5,-0.52,3.649,-0.55,6.677,-0.58,93.71,-0.83,791.05,-0.15
1993-01-08,3.02,329.2,0.15,3.669,0.38,6.716,0.18,94.49,0.16,792.25,0.04
1993-01-07,3.02,328.7,-0.33,3.655,-1.11,6.704,1.3,94.34,0.14,791.9,0.03
1993-01-06,3.02,329.8,0.33,3.696,0.52,6.618,0.41,94.21,0.36,791.7,0.16
1993-01-05,3.02,328.7,0.18,3.677,1.16,6.591,0.17,93.87,-1.07,790.4,0.15
1993-01-04,3.02,328.1,-1.41,3.635,-1.01,6.58,-1.64,94.89,1.09,789.2,0.32
1993-01-01,3.02,332.8,0,3.672,0.14,6.69,0.38,93.87,0.2,786.65,-0.23
1992-12-31,3.52,332.8,0,3.672,0.14,6.69,0.38,93.87,0.2,786.65,-0.23
1992-12-30,3.52,332.8,0.09,3.667,0.6,6.665,0.38,93.68,-0.23,788.45,-0.05
1992-12-29,3.52,332.5,-0.12,3.645,-0.63,6.64,-1.07,93.9,-0.27,788.85,-0.08
1992-12-28,3.52,332.9,0,3.668,-0.54,6.712,0.51,94.15,1.42,789.5,0.08
1992-12-24,3.52,332.9,0,3.688,0.16,6.658,-0.06,92.83,0.11,788.9,-0.11
1992-12-23,3.52,332.9,0.21,3.688,0.16,6.662,0.44,92.73,0.3,789.75,-0.01
1992-12-22,3.52,332.2,-0.54,3.682,-1.29,6.633,-0.97,92.45,1.32,789.85,-0.15
1992-12-21,3.52,334,-0.86,3.73,-0.9,6.698,-0.67,91.25,-0.01,791,0.17
1992-12-18,3.52,336.9,-0.44,3.764,-0.24,6.743,0.48,91.26,0.42,789.65,0
1992-12-17,3.52,338.4,0.15,3.773,1.15,6.711,-0.61,90.88,1.85,789.65,0.11
1992-12-16,3.52,337.9,1.02,3.73,1.06,6.752,-0.53,89.23,-0.67,788.75,-0.05
1992-12-15,3.52,334.5,-0.03,3.691,-0.35,6.788,-0.47,89.83,0.06,789.15,-0.24
1992-12-14,3.52,334.6,-0.18,3.704,-0.08,6.82,0.4,89.78,-0.4,791.05,0.09
1992-12-11,3.52,335.2,0.33,3.707,-0.08,6.793,0.89,90.14,-0.23,790.3,0.11
1992-12-10,3.52,334.1,0.15,3.71,0.6,6.733,-0.13,90.35,0.5,789.4,0.11
1992-12-09,3.52,333.6,-0.54,3.688,-1.36,6.742,0.46,89.9,1.01,788.5,-0.1
1992-12-08,3.52,335.4,-0.21,3.739,-0.37,6.711,-0.93,89,-0.06,789.25,0.06
1992-12-07,3.52,336.1,0.12,3.753,0.21,6.774,-0.66,89.05,-1.93,788.75,0.27
1992-12-04,3.52,335.7,0.06,3.745,0,6.819,-0.79,90.8,0.35,786.6,0.15
1992-12-03,3.52,335.5,-0.12,3.745,0.32,6.873,-0.61,90.48,0.17,785.45,0.01
1992-12-02,3.52,335.9,0.24,3.733,0.08,6.915,-0.06,90.33,0.11,785.35,-0.01
1992-12-01,3.52,335.1,0.24,3.73,-0.03,6.919,-0.13,90.23,-0.98,785.45,0.06
1992-11-30,3.52,334.3,0.09,3.731,-0.43,6.928,0.2,91.12,-0.44,785,-0.01
1992-11-27,3.52,334,0.15,3.747,0.11,6.914,1.2,91.52,0.68,785.1,0
1992-11-25,3.52,333.5,-0.24,3.747,0.11,6.832,0.47,90.9,-0.34,785.5,-0.12
1992-11-24,3.52,334.3,-0.03,3.743,0,6.8,-0.73,91.21,-0.14,786.45,-0.12
1992-11-23,3.52,334.4,-0.24,3.743,-0.27,6.85,0.34,91.34,-0.43,787.4,-0.05
1992-11-20,3.52,335.2,-0.03,3.753,-0.16,6.827,0.68,91.73,1.88,787.8,0.1
1992-11-19,3.52,335.3,0.06,3.759,0,6.781,0.27,90.04,-0.41,787,0.18
1992-11-18,3.52,335.1,0.24,3.759,0.13,6.763,-1,90.41,-0.06,785.55,-0.02
1992-11-17,3.52,334.3,0.12,3.754,0.21,6.831,-0.7,90.46,-0.17,785.7,0.04
1992-11-16,3.52,333.9,-0.42,3.746,0.05,6.879,1.1,90.61,1.31,785.35,0.31
1992-11-13,3.52,335.3,0.63,3.744,-0.74,6.804,0.47,89.44,-0.59,782.9,0.11
1992-11-12,3.52,333.2,0.45,3.772,2.95,6.772,-1.25,89.97,-0.37,782.05,0
1992-11-11,3.52,331.7,0.61,3.664,0.66,6.858,-0.26,90.3,-0.47,782.05,-0.01
1992-11-10,3.52,329.7,-0.87,3.64,-1.52,6.876,-0.98,90.73,-0.1,782.15,-0.05
1992-11-09,3.52,332.6,-0.92,3.696,-4.55,6.944,-0.13,90.82,0.29,782.55,0.04
1992-11-06,3.52,335.7,-0.15,3.872,-1.38,6.953,1.4,90.56,0.62,782.2,0.02
1992-11-05,3.52,336.2,-0.27,3.926,2.32,6.857,-0.2,90,0.27,782.05,-0.03
1992-11-04,3.52,337.1,-0.12,3.837,1.72,6.871,0.2,89.76,0.44,782.25,0.03
1992-11-03,3.52,337.5,-0.71,3.772,-0.24,6.857,-0.13,89.37,-0.45,782.05,-0.01
1992-11-02,3.52,339.9,0.15,3.781,0.8,6.866,1.13,89.77,1.56,782.1,-0.03
1992-10-30,3.52,339.4,-0.03,3.751,-0.03,6.789,1.75,88.39,0.26,782.35,0.02
1992-10-29,3.52,339.5,0.03,3.752,-0.13,6.672,-0.76,88.16,-0.54,782.2,-0.03
1992-10-28,3.52,339.4,0.59,3.757,0.48,6.723,-0.5,88.64,1.15,782.45,-0.04
1992-10-27,3.52,337.4,-1.08,3.739,-0.13,6.757,-0.66,87.63,-0.57,782.8,-0.11
1992-10-26,3.52,341.1,-0.73,3.744,-0.66,6.802,-0.03,88.13,0.36,783.65,0.14
1992-10-23,3.52,343.6,0.15,3.769,-0.32,6.804,1.17,87.81,0.95,782.55,-0.03
1992-10-22,3.52,343.1,-0.29,3.781,-0.24,6.725,-0.34,86.98,-1.08,782.75,-0.1
1992-10-21,3.52,344.1,0.09,3.79,0.32,6.748,-1.5,87.93,0.43,783.55,0.16
1992-10-20,3.52,343.8,0.32,3.778,1.61,6.851,2.68,87.55,0.97,782.3,0.03
1992-10-19,3.52,342.7,0.09,3.718,0.32,6.672,1.69,86.71,1.06,782.05,-0.09
1992-10-16,3.52,342.4,0.41,3.706,0.57,6.561,0.74,85.8,1.11,782.75,-0.02
1992-10-15,3.52,341,-0.53,3.685,-0.08,6.513,0.25,84.86,-0.4,782.9,-0.05
1992-10-14,3.52,342.8,-0.35,3.688,-0.19,6.497,-0.05,85.2,0.01,783.3,-0.03
1992-10-13,3.52,344,-0.35,3.695,-0.99,6.5,0.08,85.19,-0.81,783.55,-0.13
1992-10-12,3.52,345.2,-1.48,3.732,-0.69,6.495,-0.34,85.89,-0.96,784.6,-0.01
1992-10-09,3.52,350.4,0.14,3.758,0.7,6.517,1.88,86.72,-0.22,784.65,0.03
1992-10-08,3.52,349.9,-0.31,3.732,0.24,6.397,-0.71,86.91,1.51,784.45,0.03
1992-10-07,3.52,351,0.26,3.723,-0.27,6.443,2.43,85.62,1.06,784.25,-0.04
1992-10-06,3.52,350.1,-0.11,3.733,-0.43,6.29,1.08,84.72,0.18,784.6,-0.14
