날짜,종가,오픈,고가,저가,거래량,변동 %
2017년 03월 09일,18.22,18.055,18.055,18.055,0.00K,-1.51%
2017년 03월 08일,18.5,17.485,17.5,17.21,0.89K,-1.22%
2017년 03월 07일,18.728,17.72,17.72,17.465,0.36K,-1.26%
2017년 03월 06일,18.967,17.9,17.9,17.7,0.30K,5.51%
2017년 03월 05일,17.977,17.98,17.98,17.938,-,-5.10%
2017년 03월 03일,18.944,17.79,17.945,17.625,0.45K,-0.15%
2017년 03월 02일,18.972,18.405,18.405,17.69,0.90K,-3.73%
2017년 03월 01일,19.707,18.295,18.455,18.25,0.99K,0.12%
2017년 02월 28일,19.684,19.725,19.725,19.725,0.00K,0.26%
2017년 02월 27일,19.632,18.355,18.475,18.205,24.87K,6.77%
2017년 02월 26일,18.388,18.42,18.43,18.383,-,-6.29%
2017년 02월 24일,19.623,18.335,18.335,18.335,2.85K,1.14%
2017년 02월 23일,19.401,18.055,18.11,18.055,0.07K,0.84%
2017년 02월 22일,19.239,17.942,17.942,17.942,3.83K,-0.28%
2017년 02월 21일,19.293,17.99,18.05,17.96,0.19K,6.93%
2017년 02월 20일,18.043,18.002,18.06,17.91,-,0.23%
2017년 02월 19일,18.002,17.99,18.027,17.98,-,-6.79%
2017년 02월 17일,19.314,18.005,18.05,18.005,0.18K,-0.25%
2017년 02월 16일,19.362,18.05,18.05,18.05,0.02K,0.60%
2017년 02월 15일,19.246,17.92,17.96,17.92,0.02K,0.45%
2017년 02월 14일,19.16,17.95,17.96,17.93,0.03K,0.48%
2017년 02월 13일,19.068,17.9,17.9,17.9,0.01K,6.34%
2017년 02월 12일,17.932,17.913,17.947,17.913,-,-6.45%
2017년 02월 10일,19.169,18.7,18.7,18.7,0.00K,1.09%
2017년 02월 09일,18.963,17.75,17.815,17.75,0.11K,0.20%
2017년 02월 08일,18.925,17.645,17.8,17.645,0.02K,-0.18%
2017년 02월 07일,18.96,17.575,17.64,17.575,0.01K,0.48%
2017년 02월 06일,18.87,17.595,17.73,17.57,0.03K,7.91%
2017년 02월 05일,17.487,17.52,17.545,17.468,-,-6.16%
2017년 02월 03일,18.635,17.405,17.45,17.405,0.00K,0.26%
2017년 02월 02일,18.586,17.67,17.67,17.44,0.02K,-0.11%
2017년 02월 01일,18.606,17.45,17.59,17.45,0.02K,-0.43%
2017년 01월 31일,18.686,17.33,17.56,17.33,0.03K,2.46%
2017년 01월 30일,18.237,17.15,17.15,17.15,0.03K,5.92%
2017년 01월 29일,17.218,17.18,17.233,17.17,-,-5.47%
2017년 01월 27일,18.214,17.1,17.1,17.1,0.00K,1.61%
2017년 01월 26일,17.926,16.814,16.814,16.814,0.40K,-0.71%
2017년 01월 25일,18.055,16.83,16.96,16.83,0.01K,-1.14%
2017년 01월 24일,18.264,17.149,17.149,17.149,0.00K,-0.02%
2017년 01월 23일,18.267,17.2,17.2,17.13,0.01K,6.31%
2017년 01월 22일,17.182,17.127,17.2,17.127,-,-5.12%
2017년 01월 20일,18.109,16.925,17.12,16.925,0.07K,0.18%
2017년 01월 19일,18.076,16.967,16.967,16.967,0.00K,-1.53%
2017년 01월 18일,18.356,17.21,17.215,17.21,0.10K,0.69%
2017년 01월 17일,18.231,17.102,17.102,17.102,0.86K,8.31%
2017년 01월 16일,16.832,16.898,16.947,16.812,-,-0.39%
2017년 01월 15일,16.898,16.852,16.938,16.843,-,-5.32%
2017년 01월 13일,17.847,16.72,16.72,16.72,0.01K,-0.35%
2017년 01월 12일,17.909,16.78,16.78,16.78,0.01K,-0.02%
2017년 01월 11일,17.913,16.61,16.61,16.61,0.00K,-0.04%
2017년 01월 10일,17.92,16.635,16.8,16.595,0.24K,1.05%
2017년 01월 09일,17.734,16.445,16.66,16.445,0.00K,7.11%
2017년 01월 08일,16.557,16.513,16.557,16.498,-,-5.71%
2017년 01월 06일,17.559,16.375,16.49,16.375,0.00K,-0.66%
2017년 01월 05일,17.675,16.645,16.71,16.62,0.01K,0.47%
2017년 01월 04일,17.593,16.4,16.48,16.395,0.01K,0.83%
2017년 01월 03일,17.448,16.04,16.435,16.03,0.01K,8.95%
2017년 01월 02일,16.015,15.985,16.027,15.968,-,-5.94%
2016년 12월 30일,17.027,16.235,16.235,15.86,0.16K,-1.36%
2016년 12월 29일,17.261,15.995,16.2,15.995,0.12K,1.10%
2016년 12월 28일,17.073,16,16.025,15.875,0.18K,0.29%
2016년 12월 27일,17.023,15.84,15.84,15.84,0.01K,7.57%
2016년 12월 26일,15.825,15.828,15.867,15.817,-,-5.76%
2016년 12월 23일,16.793,15.775,15.8,15.74,0.01K,-0.67%
2016년 12월 22일,16.906,15.915,15.97,15.79,0.08K,-0.68%
2016년 12월 21일,17.021,16.105,16.125,15.95,0.19K,-0.81%
2016년 12월 20일,17.16,15.71,16.025,15.7,0.02K,0.17%
2016년 12월 19일,17.131,16,16,15.98,0.01K,5.99%
2016년 12월 18일,16.163,16.145,16.172,16.14,-,-6.36%
2016년 12월 16일,17.26,16,16,16,0.14K,1.48%
2016년 12월 15일,17.009,16.5,16.5,15.89,0.42K,-6.99%
2016년 12월 14일,18.288,17.14,17.14,16.8,0.16K,1.35%
2016년 12월 13일,18.044,17.075,17.15,16.765,0.20K,-1.20%
2016년 12월 12일,18.263,16.83,17.145,16.83,0.10K,7.63%
2016년 12월 11일,16.968,16.932,16.973,16.9,-,-5.29%
2016년 12월 09일,17.915,16.98,17.02,16.82,0.19K,-0.73%
2016년 12월 08일,18.046,17.1,17.11,16.995,0.08K,-1.01%
2016년 12월 07일,18.23,16.665,17.19,16.645,0.04K,2.66%
2016년 12월 06일,17.757,16.84,16.86,16.765,0.27K,-0.57%
2016년 12월 05일,17.858,16.905,16.96,16.525,0.20K,5.91%
2016년 12월 04일,16.862,16.793,17.047,16.793,-,-5.25%
2016년 12월 02일,17.796,16.615,16.775,16.305,0.14K,1.85%
2016년 12월 01일,17.472,16.495,16.63,16.25,0.78K,0.18%
2016년 11월 30일,17.441,16.545,16.715,16.395,1.21K,-1.47%
2016년 11월 29일,17.701,16.605,16.7,16.39,17.88K,0.39%
2016년 11월 28일,17.633,16.578,16.578,16.578,0.32K,0.74%
2016년 11월 25일,17.504,16.54,16.54,16.54,0.00K,7.10%
2016년 11월 24일,16.343,16.348,16.39,16.218,-,-6.26%
2016년 11월 23일,17.435,16.255,16.26,16.255,0.00K,-1.39%
2016년 11월 22일,17.68,16.623,16.623,16.623,0.13K,0.79%
2016년 11월 21일,17.542,16.55,16.55,16.55,0.00K,5.97%
2016년 11월 20일,16.553,16.6,16.6,16.527,-,-6.17%
2016년 11월 18일,17.642,16.613,16.613,16.613,0.03K,-0.87%
2016년 11월 17일,17.797,16.761,16.761,16.761,0.25K,-0.82%
2016년 11월 16일,17.945,16.925,16.925,16.925,0.00K,-0.61%
2016년 11월 15일,18.055,17.05,17.05,17.05,0.00K,0.84%
2016년 11월 14일,17.905,17.46,17.46,16.805,0.02K,2.57%
2016년 11월 13일,17.457,17.332,17.487,17.332,-,-5.16%
2016년 11월 11일,18.407,18.705,18.8,17.335,0.03K,-6.96%
2016년 11월 10일,19.784,18.475,18.475,18.46,0.00K,1.81%
2016년 11월 09일,19.433,18.77,18.8,18.405,0.02K,0.12%
2016년 11월 08일,19.41,18.3,18.7,18.3,0.02K,1.04%
2016년 11월 07일,19.21,18.15,18.195,18.15,0.01K,5.69%
2016년 11월 06일,18.175,18.26,18.26,18.13,-,-6.47%
2016년 11월 04일,19.433,18.37,18.37,18.37,0.01K,-0.18%
2016년 11월 03일,19.469,18.33,18.33,18.33,0.00K,-1.38%
2016년 11월 02일,19.742,18.33,18.6,18.33,0.01K,1.44%
2016년 11월 01일,19.461,18,18.45,18,0.05K,3.39%
2016년 10월 31일,18.822,17.81,17.81,17.81,0.00K,5.50%
2016년 10월 30일,17.84,17.8,17.865,17.8,-,-5.22%
2016년 10월 28일,18.822,17.625,17.855,17.605,0.04K,0.88%
2016년 10월 27일,18.658,17.59,17.59,17.59,0.02K,-0.01%
2016년 10월 26일,18.659,17.655,17.655,17.655,0.01K,-0.90%
2016년 10월 25일,18.828,17.63,17.66,17.63,0.01K,0.92%
2016년 10월 24일,18.657,17.562,17.562,17.562,0.11K,6.46%
2016년 10월 23일,17.525,17.538,17.538,17.49,-,-5.52%
2016년 10월 21일,18.549,17.448,17.448,17.448,0.06K,-0.31%
2016년 10월 20일,18.606,17.685,17.685,17.425,0.02K,-0.64%
2016년 10월 19일,18.725,17.585,17.71,17.585,0.01K,0.11%
2016년 10월 18일,18.705,17.65,17.65,17.495,0.02K,0.96%
2016년 10월 17일,18.528,17.415,17.415,17.415,0.01K,6.10%
2016년 10월 16일,17.462,17.45,17.468,17.413,-,-5.58%
2016년 10월 14일,18.494,17.345,17.435,17.33,0.03K,-0.09%
2016년 10월 13일,18.511,17.44,17.45,17.435,0.01K,-0.25%
2016년 10월 12일,18.557,17.5,17.5,17.5,0.01K,-0.04%
2016년 10월 11일,18.565,17.65,17.65,17.65,0.01K,-0.81%
2016년 10월 10일,18.716,17.685,17.685,17.655,0.00K,5.67%
2016년 10월 09일,17.712,17.572,17.742,17.572,-,-3.89%
2016년 10월 07일,18.429,18.67,18.67,18.67,0.00K,0.19%
2016년 10월 06일,18.394,17.735,17.765,17.28,0.02K,-1.88%
2016년 10월 05일,18.747,17.85,17.85,17.605,0.02K,-0.43%
2016년 10월 04일,18.828,18.5,18.5,18,0.16K,-5.54%
2016년 10월 03일,19.933,18.87,18.87,18.8,0.01K,3.72%
2016년 10월 02일,19.218,19.227,19.26,19.16,-,-5.24%
2016년 09월 30일,20.281,19.4,19.6,19.15,0.07K,0.12%
2016년 09월 29일,20.256,19.225,19.225,19.01,0.09K,0.33%
2016년 09월 28일,20.189,19.05,19.055,19.05,0.05K,-0.20%
2016년 09월 27일,20.23,19.38,19.38,19.12,0.03K,-2.07%
2016년 09월 26일,20.658,19.56,19.56,19.56,0.04K,4.43%
2016년 09월 25일,19.782,19.74,19.803,19.74,-,-5.16%
2016년 09월 23일,20.858,19.855,19.855,19.76,0.05K,-1.36%
2016년 09월 22일,21.146,19.985,20.01,19.88,0.04K,1.62%
2016년 09월 21일,20.809,19.686,19.686,19.686,0.02K,2.43%
2016년 09월 20일,20.316,19.2,19.2,19.14,0.01K,-0.06%
2016년 09월 19일,20.329,18.875,19.235,18.875,0.05K,7.66%
2016년 09월 18일,18.883,18.845,18.918,18.84,-,-5.11%
2016년 09월 16일,19.9,18.89,18.89,18.75,0.08K,-0.84%
2016년 09월 15일,20.068,18.965,19.04,18.81,0.13K,-0.12%
2016년 09월 14일,20.093,18.995,18.995,18.985,0.11K,0.46%
2016년 09월 13일,20.001,19.17,19.17,18.965,0.08K,-0.12%
2016년 09월 12일,20.026,19.035,19.035,18.715,0.25K,4.54%
2016년 09월 11일,19.157,19.113,19.22,19.113,-,-6.08%
2016년 09월 09일,20.398,19.615,19.62,19.025,0.13K,-1.50%
2016년 09월 08일,20.708,19.795,19.875,19.58,0.24K,-0.84%
2016년 09월 07일,20.884,19.97,20.015,19.735,0.24K,-1.30%
2016년 09월 06일,21.16,19.395,20.1,19.315,0.83K,7.78%
2016년 09월 05일,19.633,19.453,19.652,19.38,-,0.96%
2016년 09월 04일,19.447,19.47,19.498,19.428,-,-4.60%
2016년 09월 02일,20.384,18.86,19.395,18.78,0.51K,2.09%
2016년 09월 01일,19.966,18.7,18.9,18.585,0.37K,1.19%
2016년 08월 31일,19.732,18.58,18.795,18.52,1.59K,0.16%
2016년 08월 30일,19.701,18.86,18.94,18.55,14.29K,-0.94%
2016년 08월 29일,19.887,18.762,18.762,18.762,0.00K,7.27%
2016년 08월 28일,18.54,18.62,18.62,18.52,-,-6.26%
2016년 08월 26일,19.778,18.695,18.695,18.595,0.00K,0.64%
2016년 08월 25일,19.653,18.505,18.505,18.505,0.00K,-0.44%
2016년 08월 24일,19.74,18.82,18.82,18.54,0.01K,-1.88%
2016년 08월 23일,20.119,18.925,18.925,18.925,0.03K,0.35%
2016년 08월 22일,20.048,18.855,18.95,18.845,0.02K,5.59%
2016년 08월 21일,18.987,19.29,19.29,18.715,-,-7.36%
2016년 08월 19일,20.495,19.365,19.365,19.365,0.00K,-1.98%
2016년 08월 18일,20.908,19.83,19.85,19.76,0.01K,0.53%
2016년 08월 17일,20.798,19.695,19.695,19.695,0.00K,-1.05%
2016년 08월 16일,21.018,19.95,20.065,19.92,0.03K,0.06%
2016년 08월 15일,21.006,19.821,19.821,19.821,0.00K,5.99%
2016년 08월 14일,19.818,19.72,19.82,19.715,-,-5.03%
2016년 08월 12일,20.868,19.71,19.73,19.71,0.01K,-1.51%
2016년 08월 11일,21.188,19.984,19.984,19.984,0.06K,-0.65%
2016년 08월 10일,21.327,20.195,20.355,20.185,0.01K,1.59%
2016년 08월 09일,20.993,19.814,19.814,19.814,0.01K,0.28%
2016년 08월 08일,20.934,19.69,19.84,19.69,0.03K,6.30%
2016년 08월 07일,19.693,19.742,19.742,19.595,-,-5.95%
2016년 08월 05일,20.938,20.27,20.27,20.27,0.01K,-2.65%
2016년 08월 04일,21.507,20.395,20.42,20.1,0.03K,-0.13%
2016년 08월 03일,21.534,20.625,20.645,20.405,0.02K,-1.06%
2016년 08월 02일,21.765,20.405,20.75,20.405,0.03K,1.11%
2016년 08월 01일,21.527,20.51,20.655,20.495,0.02K,5.49%
2016년 07월 31일,20.407,20.377,20.438,20.37,-,-4.40%
2016년 07월 29일,21.346,20.2,20.3,20.07,0.09K,0.78%
2016년 07월 28일,21.18,20.29,20.5,20.205,0.02K,0.97%
2016년 07월 27일,20.977,19.965,19.965,19.965,0.00K,1.54%
2016년 07월 26일,20.658,19.675,19.685,19.59,0.17K,0.19%
2016년 07월 25일,20.618,19.5,19.665,19.4,0.12K,4.92%
2016년 07월 24일,19.652,19.69,19.69,19.633,-,-4.86%
2016년 07월 22일,20.656,19.79,19.795,19.79,0.08K,-0.61%
2016년 07월 21일,20.782,19.375,19.535,19.325,0.03K,1.00%
2016년 07월 20일,20.576,19.625,19.625,19.41,0.14K,-1.88%
2016년 07월 19일,20.97,19.96,20.01,19.92,0.05K,-0.33%
2016년 07월 18일,21.039,20.025,20.095,19.745,0.30K,3.91%
2016년 07월 17일,20.248,20.307,20.307,20.178,-,-4.17%
2016년 07월 15일,21.129,20.23,20.23,20.08,0.09K,-0.74%
2016년 07월 14일,21.287,20.44,20.44,20.085,0.12K,-0.41%
2016년 07월 13일,21.375,20.385,20.42,20.195,0.09K,1.17%
2016년 07월 12일,21.128,20.41,20.465,20.1,0.14K,-0.58%
2016년 07월 11일,21.252,20.37,20.605,20.215,0.14K,3.48%
2016년 07월 10일,20.538,20.32,20.565,20.32,-,-2.37%
2016년 07월 08일,21.036,19.735,20.21,19.4,0.38K,1.26%
2016년 07월 07일,20.775,20.14,20.22,19.53,0.54K,-1.71%
2016년 07월 06일,21.137,20.33,20.495,19.945,0.41K,1.47%
2016년 07월 05일,20.83,19.755,21.095,19.625,0.95K,1.66%
2016년 07월 04일,20.49,20.025,21.207,20.02,-,2.30%
2016년 07월 03일,20.03,19.83,20.057,19.763,-,-2.32%
2016년 07월 01일,20.505,18.79,19.925,18.775,1.08K,5.02%
2016년 06월 30일,19.524,18.315,18.855,18.245,1.44K,1.12%
2016년 06월 29일,19.308,17.8,18.515,17.8,26.07K,2.78%
2016년 06월 28일,18.785,17.839,17.839,17.839,0.01K,0.55%
2016년 06월 27일,18.683,17.865,17.865,17.865,0.00K,4.20%
2016년 06월 26일,17.93,17.8,17.96,17.8,-,-4.37%
2016년 06월 24일,18.749,17.215,17.825,17.215,0.06K,2.33%
2016년 06월 23일,18.322,17.348,17.348,17.348,0.00K,0.25%
2016년 06월 22일,18.276,17.23,17.24,17.23,0.00K,-0.04%
2016년 06월 21일,18.283,17.311,17.311,17.311,0.08K,-1.04%
2016년 06월 20일,18.476,17.445,17.445,17.445,0.00K,5.88%
2016년 06월 19일,17.45,17.46,17.475,17.3,-,-5.00%
2016년 06월 17일,18.369,17.42,17.455,17.42,0.00K,-1.06%
2016년 06월 16일,18.566,17.7,17.7,17.255,0.01K,0.56%
2016년 06월 15일,18.462,17.49,17.49,17.49,0.00K,0.43%
2016년 06월 14일,18.383,17.41,17.41,17.41,0.02K,-0.11%
2016년 06월 13일,18.404,17.428,17.428,17.428,0.00K,5.92%
2016년 06월 12일,17.375,17.35,17.375,17.325,-,-5.01%
2016년 06월 10일,18.291,17.315,17.315,17.315,0.00K,0.34%
2016년 06월 09일,18.229,17.13,17.165,16.98,0.03K,1.61%
2016년 06월 08일,17.94,16.55,17.05,16.55,0.01K,3.43%
2016년 06월 07일,17.345,16.377,16.377,16.377,0.00K,-0.30%
2016년 06월 06일,17.398,16.428,16.428,16.428,0.00K,5.73%
2016년 06월 05일,16.455,16.41,16.46,16.41,-,-4.96%
2016년 06월 03일,17.314,16.35,16.43,16.345,0.01K,2.00%
2016년 06월 02일,16.975,16.025,16.025,16.025,0.00K,0.56%
2016년 06월 01일,16.881,16,16,15.92,0.01K,-0.35%
2016년 05월 31일,16.941,16.01,16.105,15.96,0.08K,5.65%
2016년 05월 30일,16.035,16.14,16.14,15.915,-,-6.83%
2016년 05월 27일,17.211,16.295,16.325,16.175,0.40K,-0.43%
2016년 05월 26일,17.286,16.285,16.455,16.28,0.01K,0.47%
2016년 05월 25일,17.205,16.245,16.335,16.245,0.21K,0.06%
2016년 05월 24일,17.195,16.32,16.32,16.255,0.01K,-0.97%
2016년 05월 23일,17.363,16.32,16.435,16.32,0.02K,5.23%
2016년 05월 22일,16.5,16.5,16.52,16.49,-,-5.51%
2016년 05월 20일,17.463,16.465,16.465,16.465,0.00K,0.27%
2016년 05월 19일,17.416,16.91,16.91,16.415,0.08K,-3.54%
2016년 05월 18일,18.056,17.145,17.145,16.8,0.08K,-0.62%
2016년 05월 17일,18.168,17.32,17.32,17.26,0.07K,0.52%
2016년 05월 16일,18.074,17.22,17.22,17.17,0.03K,5.39%
2016년 05월 15일,17.15,17.08,17.18,17.08,-,-4.97%
2016년 05월 13일,18.047,17.155,17.18,16.985,0.05K,0.16%
2016년 05월 12일,18.019,17.32,17.32,17.29,0.04K,-1.20%
2016년 05월 11일,18.237,17.235,17.575,17.23,0.06K,1.30%
2016년 05월 10일,18.003,16.97,17.13,16.96,0.19K,0.03%
2016년 05월 09일,17.998,17.47,17.475,16.96,0.37K,3.14%
2016년 05월 08일,17.45,17.45,17.49,17.44,-,-5.36%
2016년 05월 06일,18.439,17.34,17.59,17.335,0.13K,1.08%
2016년 05월 05일,18.242,17.365,17.605,17.27,0.24K,0.15%
2016년 05월 04일,18.215,17.475,17.475,17.2,0.42K,-1.11%
2016년 05월 03일,18.42,17.585,17.73,17.36,0.45K,-1.00%
2016년 05월 02일,18.607,17.85,18.03,17.52,1.12K,4.07%
2016년 05월 01일,17.88,17.85,17.89,17.82,-,-4.52%
2016년 04월 29일,18.726,17.59,17.99,17.59,4.87K,1.32%
2016년 04월 28일,18.482,17.23,17.655,17.14,24.30K,1.40%
2016년 04월 27일,18.227,17.286,17.286,17.286,60.51K,0.99%
2016년 04월 26일,18.048,17.106,17.106,17.106,0.00K,0.56%
2016년 04월 25일,17.948,17.005,17.005,17.005,0.00K,5.33%
2016년 04월 24일,17.04,16.96,17.04,16.93,-,-4.50%
2016년 04월 22일,17.843,16.896,16.896,16.896,0.01K,-1.06%
2016년 04월 21일,18.035,17.086,17.086,17.086,0.05K,-0.17%
2016년 04월 20일,18.066,16.965,16.965,16.94,0.00K,1.56%
2016년 04월 19일,17.788,16.968,16.968,16.968,107.56K,3.91%
2016년 04월 18일,17.118,16.215,16.225,16.215,0.00K,5.24%
2016년 04월 17일,16.265,16.255,16.315,16.23,-,-5.29%
2016년 04월 15일,17.173,16.24,16.24,16.165,0.04K,0.82%
2016년 04월 14일,17.033,16.065,16.19,16.065,0.00K,-0.90%
2016년 04월 13일,17.187,16.125,16.295,16.125,0.00K,0.64%
2016년 04월 12일,17.077,15.96,16.16,15.96,0.01K,1.52%
2016년 04월 11일,16.822,15.47,15.805,15.47,0.01K,9.27%
2016년 04월 10일,15.395,15.36,15.47,15.36,-,-5.14%
2016년 04월 08일,16.229,15.382,15.382,15.382,43.34K,1.43%
2016년 04월 07일,16,15.156,15.156,15.156,0.01K,0.55%
2016년 04월 06일,15.912,15.052,15.052,15.052,41.55K,-0.46%
2016년 04월 05일,15.985,15.114,15.114,15.114,0.01K,0.86%
2016년 04월 04일,15.848,15.02,15.02,15.015,0.00K,5.51%
2016년 04월 03일,15.02,15.05,15.08,14.995,-,-5.77%
2016년 04월 01일,15.939,15.042,15.042,15.042,71.49K,-2.54%
2016년 03월 31일,16.354,15.42,15.44,15.42,0.04K,1.45%
2016년 03월 30일,16.121,15.365,15.365,15.215,0.04K,-0.29%
2016년 03월 29일,16.168,15.115,15.175,15.115,0.01K,0.23%
2016년 03월 28일,16.131,15.18,15.325,15.18,0.09K,5.99%
2016년 03월 27일,15.22,15.195,15.24,15.15,-,0.13%
2016년 03월 25일,15.2,15.2,15.2,15.2,-,-5.82%
2016년 03월 24일,16.14,15.29,15.315,15.18,0.07K,-0.44%
2016년 03월 23일,16.212,15.5,15.5,15.255,0.22K,-3.65%
2016년 03월 22일,16.826,15.95,15.955,15.845,0.05K,0.26%
2016년 03월 21일,16.783,15.795,15.86,15.75,0.02K,6.22%
2016년 03월 20일,15.8,15.81,15.86,15.79,-,-5.61%
2016년 03월 18일,16.739,16.085,16.15,15.87,0.12K,-1.34%
2016년 03월 17일,16.966,15.63,16.035,15.595,0.38K,5.03%
2016년 03월 16일,16.153,15.27,15.66,15.22,0.17K,-0.23%
2016년 03월 15일,16.19,15.385,15.41,15.245,0.26K,-1.17%
2016년 03월 14일,16.381,15.55,15.8,15.37,0.28K,5.48%
2016년 03월 13일,15.53,15.515,15.55,15.49,-,-5.68%
2016년 03월 11일,16.465,15.605,15.66,15.55,0.38K,0.41%
2016년 03월 10일,16.398,15.315,15.625,15.175,0.57K,1.18%
2016년 03월 09일,16.206,15.385,15.395,15.195,0.16K,-0.12%
2016년 03월 08일,16.225,15.71,15.75,15.365,0.91K,-1.57%
2016년 03월 07일,16.484,15.57,15.795,15.525,0.93K,5.60%
2016년 03월 06일,15.61,15.52,15.62,15.52,-,-5.60%
2016년 03월 04일,16.536,15.22,15.78,15.14,0.91K,3.51%
2016년 03월 03일,15.976,14.945,15.33,14.92,0.68K,0.79%
2016년 03월 02일,15.85,14.81,15,14.76,0.81K,1.85%
2016년 03월 01일,15.562,14.925,15.04,14.725,0.92K,-0.94%
2016년 02월 29일,15.709,14.735,14.925,14.61,1.60K,6.43%
2016년 02월 28일,14.76,14.685,14.76,14.685,-,-4.79%
2016년 02월 26일,15.503,15.135,15.23,14.675,23.34K,-2.95%
2016년 02월 25일,15.975,15.185,15.185,15.185,0.00K,-0.81%
2016년 02월 24일,16.106,15.292,15.292,15.292,83.78K,0.34%
2016년 02월 23일,16.052,15.235,15.235,15.235,59.96K,0.38%
2016년 02월 22일,15.991,15.179,15.179,15.179,0.00K,4.24%
2016년 02월 21일,15.34,15.355,15.37,15.32,-,-5.14%
2016년 02월 19일,16.171,15.368,15.368,15.368,50.79K,-0.34%
2016년 02월 18일,16.226,15.427,15.427,15.427,62.25K,0.49%
2016년 02월 17일,16.147,15.372,15.372,15.372,0.00K,0.30%
2016년 02월 16일,16.099,15.385,15.385,15.385,0.01K,4.98%
2016년 02월 15일,15.335,15.725,15.74,15.195,-,-2.51%
2016년 02월 14일,15.73,15.79,15.79,15.66,-,-4.89%
2016년 02월 12일,16.539,15.73,15.73,15.73,0.00K,0.06%
2016년 02월 11일,16.529,15.3,15.785,15.3,0.06K,2.93%
2016년 02월 10일,16.058,15.3,15.3,15.3,0.00K,-1.14%
2016년 02월 09일,16.243,15.39,15.395,15.34,0.02K,-0.02%
2016년 02월 08일,16.246,14.91,15.42,14.91,0.06K,8.67%
2016년 02월 07일,14.95,15.03,15.05,14.91,-,-4.17%
2016년 02월 05일,15.6,14.86,14.9,14.725,0.01K,-0.47%
2016년 02월 04일,15.673,14.765,14.9,14.735,0.02K,0.75%
2016년 02월 03일,15.557,14.4,14.775,14.4,0.05K,2.92%
2016년 02월 02일,15.116,14.26,14.26,14.255,0.00K,-0.43%
2016년 02월 01일,15.181,14.245,14.37,14.235,0.01K,6.53%
2016년 01월 31일,14.25,14.245,14.26,14.22,-,-5.46%
2016년 01월 29일,15.073,14.265,14.265,14.265,0.03K,0.02%
2016년 01월 28일,15.07,14.355,14.355,14.215,0.03K,-1.52%
2016년 01월 27일,15.303,14.44,14.44,14.44,37.69K,-0.71%
2016년 01월 26일,15.412,14.385,14.385,14.385,0.00K,2.01%
2016년 01월 25일,15.109,14.095,14.095,14.095,0.01K,7.54%
2016년 01월 24일,14.05,14.035,14.07,14.03,-,-5.71%
2016년 01월 22일,14.901,14.29,14.29,14.29,0.01K,-0.23%
2016년 01월 21일,14.936,14.083,14.083,14.083,0.00K,-0.46%
2016년 01월 20일,15.005,14.147,14.147,14.147,0.00K,0.01%
2016년 01월 19일,15.004,14.065,14.065,14.065,0.00K,7.94%
2016년 01월 18일,13.9,13.905,13.985,13.835,-,-0.07%
2016년 01월 17일,13.91,13.905,13.92,13.9,-,-5.87%
2016년 01월 15일,14.777,13.884,13.884,13.884,44.61K,0.53%
2016년 01월 14일,14.699,13.737,13.737,13.737,0.00K,-3.02%
2016년 01월 13일,15.156,13.85,14.1,13.85,0.02K,2.74%
2016년 01월 12일,14.752,13.86,13.86,13.71,0.02K,-0.80%
2016년 01월 11일,14.871,14.94,14.94,14.94,0.00K,6.64%
2016년 01월 10일,13.945,13.965,13.975,13.935,-,-6.67%
2016년 01월 08일,14.942,14.06,14.06,13.92,0.01K,-2.77%
2016년 01월 07일,15.367,14.33,14.34,14.33,0.29K,2.41%
2016년 01월 06일,15.005,14,14.065,14,0.11K,-0.02%
2016년 01월 05일,15.008,13.949,13.949,13.949,0.00K,0.86%
2016년 01월 04일,14.88,14.845,14.845,14.845,0.00K,7.13%
2016년 01월 03일,13.89,13.84,13.89,13.84,-,-6.43%
2015년 12월 31일,14.845,13.775,13.775,13.775,0.01K,-0.35%
2015년 12월 30일,14.897,13.925,13.925,13.745,0.11K,-0.53%
2015년 12월 29일,14.976,14.02,14.02,14.02,0.01K,0.31%
2015년 12월 28일,14.929,14.035,14.035,13.855,0.01K,4.11%
2015년 12월 27일,14.34,14.34,14.36,14.32,-,-7.03%
2015년 12월 24일,15.425,14.365,14.365,14.365,0.00K,0.61%
2015년 12월 23일,15.331,14.3,14.3,14.24,0.07K,-0.18%
2015년 12월 22일,15.358,14.225,14.38,14.225,0.04K,-0.04%
2015년 12월 21일,15.364,14.105,14.3,14.105,0.02K,9.27%
2015년 12월 20일,14.06,14.1,14.105,14.04,-,-7.11%
2015년 12월 18일,15.136,13.82,14.16,13.82,0.02K,2.66%
2015년 12월 17일,14.744,13.885,13.885,13.695,0.15K,-3.58%
2015년 12월 16일,15.291,13.76,14.235,13.76,0.02K,3.36%
2015년 12월 15일,14.794,13.635,13.635,13.635,0.00K,0.53%
2015년 12월 14일,14.716,13.875,13.925,13.69,0.09K,5.57%
2015년 12월 13일,13.94,13.9,13.97,13.89,-,-6.47%
2015년 12월 11일,14.904,14.025,14.025,13.86,0.02K,-1.76%
2015년 12월 10일,15.171,14.11,14.115,14.08,0.01K,-0.52%
2015년 12월 09일,15.251,14.14,14.265,14.11,0.04K,0.49%
2015년 12월 08일,15.177,14.195,14.25,14.13,0.07K,-1.44%
2015년 12월 07일,15.398,14.48,14.605,14.32,0.06K,6.41%
2015년 12월 06일,14.47,14.53,14.565,14.45,-,-7.23%
